score,tourney_date
6-4 6-1 6-7(6) 6-2,20040524
5-7 6-1 4-1 RET,20040524
6-7(3) 6-4 6-7(2) 6-3 6-3,20040524
6-3 7-5 3-6 6-7(0) 6-0,20040524
6-2 4-6 6-1 6-2,20040524
6-4 7-5 7-6(1),20040524
3-6 6-4 6-4 6-2,20040524
6-3 6-1 6-4,20040524
6-1 6-1 6-3,20040524
7-5 7-5 1-6 6-3,20040524
6-3 2-6 6-3 3-6 6-2,20040524
6-2 6-3 6-4,20040524
6-2 2-6 4-6 6-3 6-2,20040524
6-4 6-4 6-7(4) 6-3,20040524
6-0 7-6(5) 4-6 6-1,20040524
6-7(4) 6-2 6-4 6-3,20040524
7-5 6-2 6-4,20040524
7-5 6-3 6-1,20040524
6-2 6-2 6-7(2) 6-4,20040524
6-4 6-1 6-1,20040524
6-1 7-6(4) 6-2,20040524
6-4 7-5 6-4,20040524
6-3 6-4 3-6 6-2,20040524
3-6 7-6(4) 6-4 6-2,20040524
7-5 6-1 3-6 6-1,20040524
6-1 3-1 RET,20040524
6-3 6-3 6-2,20040524
4-6 6-1 6-2 6-2,20040524
6-3 2-6 3-6 6-3 11-9,20040524
3-6 6-1 6-4 7-6(3),20040524
6-7(6) 6-1 6-0 7-6(5),20040524
7-6(7) 6-2 6-2,20040524
6-0 6-4 6-2,20040524
6-2 RET,20040524
7-6(4) 6-3 6-2,20040524
7-6(4) 4-6 6-4 6-4,20040524
6-1 6-1 5-7 6-4,20040524
6-4 6-2 6-0,20040524
6-4 7-6(4) 6-3,20040524
4-6 6-3 6-4 6-2,20040524
6-2 6-4 7-5,20040524
7-5 1-6 4-6 7-6(7) 9-7,20040524
6-1 7-6(9) 6-3,20040524
7-5 7-5 3-6 6-4,20040524
7-5 6-3 3-6 6-1,20040524
4-6 4-6 7-6(2) 6-4 6-3,20040524
6-3 6-4 3-6 6-1,20040524
6-1 4-6 6-3 6-2,20040524
7-6(7) 6-0 6-0,20040524
6-3 6-1 6-4,20040524
6-4 6-3 6-7(5) 3-6 16-14,20040524
7-5 7-6(5) 7-5,20040524
6-4 6-4 6-0,20040524
7-6(5) 6-4 7-5,20040524
6-3 6-4 7-6(6),20040524
6-2 6-0 6-3,20040524
6-7(3) 6-3 6-4 6-4,20040524
6-4 6-4 6-3,20040524
7-6(6) 6-3 6-4,20040524
6-4 2-6 6-2 6-7(4) 11-9,20040524
6-0 1-6 6-4 6-2,20040524
5-7 6-0 6-2 6-0,20040524
6-4 6-2 6-3,20040524
6-3 1-6 6-2 7-5,20040524
6-3 3-6 7-6(8) 6-3,20040524
2-6 6-4 6-4 5-7 6-3,20040524
6-4 6-4 4-6 6-2,20040524
4-6 6-3 3-6 6-0 3-0 RET,20040524
6-1 6-2 7-5,20040524
6-3 4-0 RET,20040524
6-1 6-2 6-1,20040524
6-4 6-4 3-6 7-6(5),20040524
6-4 3-6 7-5 6-4,20040524
6-3 6-1 6-0,20040524
6-4 6-3 6-4,20040524
6-7(3) 7-6(4) 1-6 7-6(8) 6-2,20040524
6-3 6-4 3-6 6-4,20040524
7-5 6-1 6-3,20040524
6-3 6-2 3-6 6-1,20040524
6-4 6-2 7-5,20040524
2-6 6-4 1-6 6-2 6-3,20040524
6-0 6-3 6-3,20040524
6-4 7-5 6-3,20040524
7-5 6-2 6-2,20040524
6-4 3-6 2-6 6-1 6-2,20040524
3-6 6-3 6-7(5) 6-3 6-2,20040524
6-4 6-4 6-4,20040524
7-6(3) 4-6 6-0 6-3,20040524
6-7(4) 6-4 3-6 7-5 7-5,20040524
6-7(1) 6-3 7-6(1) 7-5,20040524
7-6(3) 7-6(3) 6-3,20040524
6-0 6-4 6-7(5) 6-4,20040524
6-2 3-6 4-6 6-2 6-1,20040524
6-4 2-6 4-6 7-6(4) 8-6,20040524
6-0 6-3 6-4,20040524
6-2 6-0 6-2,20040524
6-2 7-5 6-7(3) 6-2,20040524
6-3 6-1 6-2,20040524
6-2 6-2 6-3,20040524
7-6(3) 6-1 6-2,20040524
6-4 6-4 4-6 6-3,20040524
6-0 6-2 6-3,20040524
6-3 7-5 6-4,20040524
7-5 6-4 6-7(5) 6-3,20040524
6-4 7-5 6-3,20040524
7-5 6-2 7-6(6),20040524
7-6(8) 6-4 6-2,20040524
6-0 RET,20040524
6-7(2) 4-6 6-4 6-3 9-7,20040524
4-6 6-2 7-6(5) 6-2,20040524
6-2 3-6 6-4 7-6(6),20040524
6-3 6-2 6-2,20040524
7-5 7-6(3) 6-3,20040524
6-2 6-4 6-4,20040524
6-3 7-6(5) 6-0,20040524
3-6 6-4 6-0 7-5,20040524
0-6 3-6 6-4 6-1 8-6,20040524
6-1 6-3,20040823
6-4 6-4,20040823
6-2 6-3,20040823
6-4 3-6 6-1,20040823
6-3 6-2,20040823
6-2 6-3,20040823
6-1 6-3,20040823
6-4 6-3,20040823
6-1 6-4,20040823
7-6(3) 7-6(3),20040823
6-2 5-7 6-4,20040823
1-6 6-3 6-3,20040823
6-4 6-2,20040823
6-3 7-6(4),20040823
6-4 6-1,20040823
7-6(3) 6-1,20040823
6-3 6-4,20040823
7-6(4) 6-3,20040823
7-6(3) 7-5,20040823
6-2 6-4,20040823
6-7(3) 7-6(3) 7-6(5),20040823
6-3 6-4,20040823
6-4 5-7 6-1,20040823
6-1 6-4,20040823
6-4 6-7(2) 6-4,20040823
3-6 7-6(3) 6-3,20040823
4-6 7-6(5) 6-4,20040823
6-7(6) 6-1 6-1,20040823
1-6 6-4 7-6(5),20040823
6-3 1-0 RET,20040823
6-3 6-1,20040823
6-3 6-3,20040614
7-6(7) 6-4,20040614
6-3 6-2,20040614
7-6(8) 6-7(5) 6-3,20040614
4-6 6-3 6-2,20040614
6-1 6-3,20040614
7-6(2) 6-4,20040614
6-4 6-0,20040614
3-6 7-6(7) 6-4,20040614
6-2 6-0,20040614
6-4 6-4,20040614
3-6 6-4 6-4,20040614
6-4 6-4,20040614
6-3 6-1,20040614
6-1 5-7 6-4,20040614
3-6 7-6(2) 6-3,20040614
6-4 6-2,20040614
7-5 1-0 RET,20040614
6-3 6-1,20040614
6-2 2-0 RET,20040614
5-4 RET,20040614
7-5 1-6 7-5,20040614
6-3 6-4,20040614
6-3 6-0,20040614
6-2 7-5,20040614
6-3 6-3,20040614
7-6(5) 6-2,20040614
6-7(2) 7-6(5) 6-3,20040614
7-6(4) 1-6 6-3,20040614
6-3 6-2,20040614
6-3 6-4,20040614
6-4 7-6(5),20040426
6-3 6-2,20040426
6-2 7-6(5),20040426
7-6(3) 6-4,20040426
6-4 6-2,20040426
6-4 7-5,20040426
6-4 6-1,20040426
7-6(5) 7-6(2),20040426
6-4 7-6(6),20040426
6-4 4-6 6-3,20040426
6-4 6-3,20040426
6-4 6-2,20040426
6-4 6-2,20040426
6-4 7-6(0),20040426
7-6(7) 6-4,20040426
6-3 6-2,20040426
6-4 2-6 6-4,20040426
6-7(6) 6-2 6-4,20040426
6-3 7-5,20040426
4-6 1-3 RET,20040426
6-2 6-4,20040426
7-6(3) 7-6(4),20040426
3-6 7-5 7-6(4),20040426
7-6(4) 6-2,20040426
6-1 7-6(4),20040426
7-6(6) 7-6(2),20040426
6-3 7-6(0),20040426
3-6 6-3 6-4,20040426
6-4 6-1,20040426
7-6(2) 6-3,20040426
6-4 7-5,20040426
6-1 7-5,20040412
6-2 3-6 7-6(2),20040412
6-1 6-3,20040412
6-3 6-1,20040412
0-6 7-5 7-6(5),20040412
6-1 6-2,20040412
6-0 6-2,20040412
6-3 6-1,20040412
6-4 6-3,20040412
6-2 6-2,20040412
6-3 5-7 6-4,20040412
6-4 6-2,20040412
7-6(5) 6-4,20040412
6-4 6-4,20040412
6-7(3) 6-4 7-5,20040412
6-3 6-1,20040412
6-2 6-3,20040412
6-2 6-4,20040412
7-6(3) 7-6(6),20040412
0-6 6-1 6-3,20040412
4-6 6-3 6-2,20040412
7-5 6-3,20040412
6-4 6-2,20040412
6-2 3-6 6-2,20040412
7-5 7-6(5),20040412
7-5 6-3,20040412
6-4 6-4,20040412
6-2 6-0,20040412
6-3 6-4,20040412
6-4 6-7(4) 6-4,20040412
6-3 6-4,20040412
7-6(4) 6-3,20040112
6-3 6-2,20040112
6-4 6-3,20040112
7-5 6-3,20040112
6-7(7) 7-6(3) 7-5,20040112
6-4 6-4,20040112
6-2 6-3,20040112
6-3 6-4,20040112
6-1 6-4,20040112
6-4 6-7(3) 6-3,20040112
6-2 6-1,20040112
7-6(2) 6-4,20040112
6-3 6-4,20040112
7-6(5) 6-3,20040112
7-5 6-7(3) 6-1,20040112
7-6(7) 6-7(4) 6-3,20040112
W/O,20040112
7-6(3) 6-1,20040112
6-2 6-4,20040112
6-1 6-2,20040112
6-2 6-4,20040112
7-6(0) 7-6(6),20040112
7-6(3) 6-3,20040112
7-6(4) 6-2,20040112
6-1 3-6 6-3,20040112
6-2 7-6(4),20040112
2-1 RET,20040112
4-6 6-4 6-4,20040112
6-3 6-2,20040112
6-1 6-3,20040112
4-6 6-2 7-5,20040112
6-2 7-6(6),20040517
6-4 6-2,20040517
6-4 2-6 6-3,20040517
6-3 6-1,20040517
6-2 6-0,20040517
6-2 6-4,20040517
7-5 7-6(3),20040517
6-3 6-4,20040517
6-2 7-6(2),20040517
6-2 7-6(1),20040517
6-1 6-1,20040517
7-5 4-6 6-2,20040517
6-7(3) 6-4 6-3,20040517
2-6 6-2 6-4,20040517
7-5 6-0,20040517
6-4 6-3,20040517
6-2 6-2,20040517
6-4 6-2,20040517
6-4 7-5,20040517
W/O,20040517
6-3 7-5,20040517
3-6 6-3 6-1,20040517
6-2 4-6 6-3,20040517
6-2 6-2,20040517
6-4 6-3,20040517
3-6 6-1 RET,20040517
4-6 7-6(5) 6-2,20040517
6-4 3-6 6-1,20040517
6-1 4-6 6-4,20040517
3-6 6-3 6-3,20040517
6-1 6-4,20040517
6-2 7-5 7-6(4),20040119
6-4 3-6 6-2 6-1,20040119
6-4 6-3 3-6 6-3,20040119
6-2 6-1 2-1 RET,20040119
4-1 RET,20040119
6-1 6-2 6-2,20040119
7-6(4) 6-1 6-3,20040119
7-5 6-3 6-1,20040119
6-1 6-7(5) 6-2 6-3,20040119
6-2 3-6 6-3 6-4,20040119
4-6 4-6 7-6(5) 7-6(4) 6-3,20040119
7-6(0) 7-6(5) 7-6(4),20040119
6-7(6) 4-6 6-4 6-1 6-2,20040119
4-6 4-6 7-6(4) 6-1 6-2,20040119
6-1 6-3 6-1,20040119
6-1 6-4 6-4,20040119
6-1 6-3 6-4,20040119
6-4 6-2 5-7 6-3,20040119
6-4 6-0 2-6 6-4,20040119
4-6 6-4 6-4 7-6(6),20040119
5-7 6-0 6-1 2-6 8-6,20040119
7-6(2) 6-4 5-7 6-2,20040119
7-6(3) 6-4 6-1,20040119
7-5 6-4 6-0,20040119
6-1 6-4 7-5,20040119
6-2 6-3 RET,20040119
6-3 6-3 6-3,20040119
6-3 6-2 7-6(6),20040119
7-5 6-3 6-3,20040119
6-3 7-6(3) 6-2,20040119
6-3 7-6(5) 6-2,20040119
4-6 4-6 7-5 6-3 6-4,20040119
7-6(7) 6-2 6-4,20040119
7-5 2-6 6-0 6-3,20040119
7-6(2) 6-4 6-7(2) 6-7(5) 6-2,20040119
6-4 6-3 6-4,20040119
6-4 1-6 6-3 6-4,20040119
6-7(4) 6-4 3-6 6-4 6-3,20040119
7-5 4-6 7-5 6-1,20040119
7-6(6) 6-2 7-6(4),20040119
6-3 6-3 7-5,20040119
6-2 3-6 6-3 6-4,20040119
7-6(3) 4-6 6-3 3-6 6-4,20040119
6-7(2) 6-3 6-2 7-6(2),20040119
3-6 4-6 7-6(3) 6-4 6-2,20040119
6-4 7-6(3) 6-4,20040119
6-3 4-6 6-3 6-4,20040119
6-0 6-1 6-1,20040119
6-2 6-1 6-4,20040119
7-5 6-4 6-3,20040119
6-7(1) 7-6(5) 4-6 6-4 6-3,20040119
6-4 3-6 7-6(3) 6-1,20040119
6-1 3-6 6-3 7-5,20040119
6-2 6-2 6-4,20040119
6-7(3) 3-6 6-2 6-3 6-3,20040119
6-2 6-4 6-2,20040119
6-2 6-4 0-1 RET,20040119
6-2 6-3 6-4,20040119
6-1 6-2 6-2,20040119
7-5 6-1 7-6(3),20040119
6-2 6-3 6-1,20040119
6-3 6-2 6-3,20040119
6-4 6-2 6-4,20040119
6-3 6-4 6-0,20040119
6-2 6-2 6-3,20040119
3-6 6-4 4-6 7-6(4) 7-5,20040119
6-3 6-4 6-3,20040119
6-3 6-2 5-7 6-1,20040119
7-6(5) 6-4 4-6 6-4,20040119
7-6(4) 7-6(4) 7-6(7),20040119
7-6(2) 6-7(7) 6-3 6-2,20040119
6-3 7-6(4) 2-6 6-1,20040119
6-0 6-2 6-4,20040119
7-5 4-6 6-3 6-4,20040119
7-5 6-7(5) 6-4 6-3,20040119
6-3 RET,20040119
6-4 6-3 6-2,20040119
6-1 7-5 6-0,20040119
6-4 6-3 6-3,20040119
6-3 7-6(4) 6-4,20040119
3-6 6-1 6-2 RET,20040119
6-7(5) 7-5 4-6 6-4 8-6,20040119
6-4 1-6 6-3 6-7(4) 7-5,20040119
4-6 6-3 6-4 6-2,20040119
6-2 7-6(3) 6-4,20040119
6-4 6-4 6-2,20040119
7-6(5) 6-3 7-5,20040119
6-4 7-6(3) 7-5,20040119
6-1 6-0 6-3,20040119
2-6 6-3 6-4 6-4,20040119
6-1 4-6 2-6 7-6(2) 6-4,20040119
6-2 4-6 6-3 6-0,20040119
1-6 6-1 6-4 6-1,20040119
6-4 3-6 7-5 6-1,20040119
6-3 6-4 4-6 6-7(6) 6-4,20040119
6-2 6-3 6-4,20040119
6-2 6-0 6-2,20040119
7-6(1) 6-4 6-1,20040119
7-5 1-6 4-6 6-0 7-5,20040119
6-1 6-3 6-2,20040119
6-0 6-3 6-3,20040119
6-3 7-5 6-4,20040119
2-6 6-4 6-1 6-3,20040119
6-2 6-3 6-4,20040119
2-6 7-6(2) 6-2 6-1,20040119
6-4 7-6(2) 6-2,20040119
4-6 3-6 7-5 7-6(3) 6-4,20040119
6-1 7-6(4) 6-7(5) 6-4,20040119
6-2 6-4 7-5,20040119
6-7(5) 5-7 7-6(3) 7-5 9-7,20040119
7-6(2) 7-6(5) 6-2,20040119
6-3 6-0 6-1,20040119
6-1 6-2 6-3,20040119
7-6(3) 6-3 6-7(6) 6-3,20040119
7-6(3) 6-3 6-4,20040119
6-4 3-6 6-4 6-1,20040119
6-2 6-2 6-4,20040119
6-4 3-6 6-3 6-2,20040119
6-4 6-2 6-1,20040119
4-6 6-3 6-0 6-4,20040119
2-6 6-3 7-5 6-7(0) 6-4,20040119
6-2 2-0 RET,20040119
6-1 7-6(6) 7-6(5),20040119
7-5 6-4 5-7 6-3,20040119
7-6(6) 7-6(6) 5-7 1-6 6-3,20040119
6-4 6-1 6-4,20040119
7-6(3) 6-4 6-2,20040119
7-6(10) 6-7(4) 7-6(4),20040308
6-1 6-7(5) 6-3,20040308
6-4 4-6 6-4,20040308
6-4 7-5,20040308
6-4 3-6 6-3,20040308
6-4 4-0 RET,20040308
7-5 6-4,20040308
6-4 5-7 6-2,20040308
7-6(2) 2-6 6-1,20040308
6-2 6-4,20040308
7-6(3) 7-6(6),20040308
1-6 7-6(4) 6-4,20040308
3-6 6-3 6-1,20040308
6-2 7-6(4),20040308
6-3 6-3,20040308
4-6 6-4 6-2,20040308
6-3 6-2,20040308
6-2 5-7 6-3,20040308
7-6(6) 3-6 7-5,20040308
6-0 4-6 7-5,20040308
7-6(2) 5-7 7-6(5),20040308
6-2 7-5,20040308
2-6 6-4 6-1,20040308
6-3 3-6 6-2,20040308
7-6(3) 6-4,20040308
6-4 6-2,20040308
6-3 7-6(5),20040308
6-2 6-3,20040308
1-6 6-4 6-4,20040308
6-2 6-3,20040308
6-2 6-2,20040308
6-4 6-2,20040308
6-1 6-1,20040308
3-6 6-3 6-4,20040308
6-4 6-4,20040308
6-2 6-0,20040308
6-1 6-2,20040308
7-5 6-7(3) 6-4,20040308
5-7 6-2 6-0,20040308
6-2 6-3,20040308
6-3 6-4,20040308
7-6(4) 6-4,20040308
6-2 6-4,20040308
6-2 6-2,20040308
7-6(5) 7-5,20040308
6-3 7-6(3),20040308
6-4 6-3,20040308
6-2 6-2,20040308
6-1 7-6(3),20040308
6-1 6-3,20040308
6-1 6-4,20040308
6-3 6-2,20040308
6-3 6-2,20040308
6-3 6-2,20040308
6-4 7-6(3),20040308
7-6(3) 6-2,20040308
2-6 6-1 6-3,20040308
6-3 6-3,20040308
6-4 3-6 6-3,20040308
6-3 1-0 RET,20040308
7-5 6-4,20040308
7-5 6-4,20040308
6-4 7-5,20040308
6-2 7-5,20040308
6-3 6-2,20040308
6-3 6-4,20040308
7-6(4) 3-6 6-3,20040308
6-3 4-6 6-1,20040308
6-4 7-5,20040308
6-7(4) 6-4 6-4,20040308
7-6(12) 6-2,20040308
6-2 6-4,20040308
4-6 6-2 6-3,20040308
6-4 6-4,20040308
3-6 6-4 7-6(5),20040308
7-6(6) 6-2,20040308
6-3 6-4,20040308
6-4 3-6 7-6(10),20040308
6-3 6-2,20040308
3-6 6-2 6-3,20040308
6-4 6-1,20040308
6-4 6-2,20040308
3-6 7-6(2) 6-2,20040308
7-5 6-2,20040308
6-1 6-3,20040308
6-3 6-2,20040308
1-6 6-3 6-4,20040308
7-6(4) 4-6 6-1,20040308
6-2 6-1,20040308
6-4 7-5,20040308
6-7(6) 7-6(1) 6-3,20040308
6-7(1) 6-4 6-1,20040308
4-6 6-3 6-4,20040308
6-3 6-2,20040308
6-3 6-3,20040308
6-4 6-3,20040216
4-6 7-6(7) 6-2,20040216
7-6(2) 7-6(8),20040216
7-5 6-2,20040216
6-3 6-2,20040216
5-7 6-2 6-2,20040216
6-3 6-1,20040216
6-2 6-1,20040216
7-6(4) 6-7(4) 6-4,20040216
6-4 3-0 RET,20040216
6-7(3) 7-6(5) 6-1,20040216
6-4 6-3,20040216
6-3 6-2,20040216
6-4 6-2,20040216
6-2 7-6(4),20040216
6-3 7-6(5),20040216
7-6(2) 7-5,20040216
6-2 6-4,20040216
6-3 6-4,20040216
7-6(6) 7-6(3),20040216
6-2 6-1,20040216
7-6(3) 7-6(1),20040216
6-3 6-4,20040216
7-5 5-7 7-6(5),20040216
6-3 7-6(9),20040216
7-6(5) 6-3,20040216
6-4 7-6(3),20040216
1-6 6-4 7-6(10),20040216
6-3 6-3,20040216
6-7(2) 6-3 7-6(4),20040216
6-7(1) 7-5 6-4,20040216
6-2 2-6 6-3,20040322
6-4 5-7 7-6(7),20040322
0-6 7-6(3) 6-4,20040322
2-6 7-6(3) 6-0,20040322
6-2 7-6(4),20040322
7-6(5) 6-4,20040322
3-6 6-4 6-2,20040322
6-4 6-4,20040322
6-3 6-1,20040322
6-4 6-3,20040322
6-1 6-3,20040322
6-3 2-6 7-5,20040322
7-5 2-6 6-4,20040322
7-5 6-4,20040322
6-2 6-2,20040322
6-3 6-4,20040322
6-3 6-4,20040322
6-7(12) 7-6(4) 6-1,20040322
7-6(6) 6-2,20040322
7-6(3) 7-6(6),20040322
6-4 6-4,20040322
7-5 6-4,20040322
2-6 6-2 6-3,20040322
6-4 7-5,20040322
6-4 6-4,20040322
6-4 7-5,20040322
7-5 6-1,20040322
7-5 7-5,20040322
6-1 7-6(6),20040322
6-2 6-0,20040322
6-3 6-3,20040322
6-1 6-3,20040322
6-2 3-6 7-5,20040322
6-4 RET,20040322
7-5 7-6(7),20040322
6-4 6-0,20040322
7-6(3) 6-1,20040322
6-4 6-2,20040322
6-3 5-7 7-5,20040322
7-6(3) 2-6 7-6(4),20040322
7-6(2) 6-0,20040322
2-6 6-4 7-5,20040322
3-6 6-3 6-2,20040322
6-4 6-4,20040322
6-3 6-4,20040322
7-6(4) 6-4,20040322
7-6(5) 6-2,20040322
6-4 4-6 7-6(3),20040322
7-6(6) 7-6(3),20040322
7-6(7) 6-7(4) 6-4,20040322
6-1 3-6 7-5,20040322
6-1 1-6 6-3,20040322
4-6 6-4 7-5,20040322
6-3 7-5,20040322
6-4 7-6(3),20040322
6-0 7-6(1),20040322
4-6 6-4 6-4,20040322
6-3 3-6 6-3,20040322
4-6 6-1 7-6(3),20040322
6-4 6-2,20040322
6-1 3-0 DEF,20040322
6-4 6-2,20040322
7-6(4) 6-2,20040322
6-2 6-4,20040322
6-3 6-3,20040322
6-4 6-2,20040322
6-4 7-5,20040322
7-6(4) 6-3,20040322
6-2 3-6 6-3,20040322
7-6(3) 6-1,20040322
6-3 4-6 7-6(1),20040322
7-6(3) 3-6 6-4,20040322
6-3 2-6 7-6(3),20040322
1-6 6-4 6-4,20040322
6-4 7-6(3),20040322
6-2 6-2,20040322
7-5 1-6 6-3,20040322
3-6 6-3 7-6(4),20040322
6-4 2-6 6-3,20040322
6-4 3-6 6-3,20040322
7-6(1) 4-6 6-2,20040322
7-6(5) 7-6(1),20040322
7-6(3) 2-6 7-5,20040322
6-4 6-2,20040322
5-7 6-3 6-2,20040322
6-2 7-6(2),20040322
6-3 6-3,20040322
6-3 6-3,20040322
6-7(5) 6-3 6-4,20040322
6-3 6-3,20040322
7-5 6-1,20040322
5-7 6-2 7-5,20040322
4-6 7-6(6) 6-1,20040322
6-1 6-3,20040322
6-7(2) 6-3 6-1 RET,20040322
7-6(2) 1-6 7-5,20040216
3-6 6-3 7-6(1) RET,20040216
6-3 6-3,20040216
6-4 7-5,20040216
7-6(6) 6-3,20040216
6-4 7-5,20040216
6-3 6-7(5) 7-6(4),20040216
6-4 3-6 6-1,20040216
7-6(5) 6-1,20040216
6-4 6-7(5) 6-2,20040216
6-4 6-3,20040216
3-6 7-6(3) 6-2,20040216
7-6(8) 6-3,20040216
7-6(5) 6-3,20040216
6-2 6-4,20040216
4-6 6-3 6-4,20040216
6-3 6-3,20040216
2-6 6-1 6-4,20040216
6-3 6-4,20040216
7-6(5) 6-7(2) 6-3,20040216
6-3 6-3,20040216
7-6(4) 6-2,20040216
6-4 6-0,20040216
1-6 6-3 7-5,20040216
7-6(8) 6-3,20040216
6-3 6-4,20040216
6-4 7-5,20040216
6-3 4-6 6-4,20040216
6-3 6-3,20040216
6-2 6-4,20040216
7-6(5) 6-3,20040216
7-5 6-4,20040209
6-3 6-4,20040209
7-6(5) 6-2,20040209
6-1 6-4,20040209
6-4 7-5,20040209
7-6(2) 3-6 7-6(3),20040209
6-2 6-3,20040209
7-5 6-7(5) 6-1,20040209
4-6 6-3 6-2,20040209
7-6(5) 6-3,20040209
6-1 6-4,20040209
6-3 7-6(6),20040209
6-4 6-4,20040209
6-7(8) 6-3 6-3,20040209
6-3 6-4,20040209
6-4 7-6(0),20040209
6-3 6-3,20040209
6-2 6-1,20040209
6-4 5-7 7-6(4),20040209
7-5 6-2,20040209
6-4 6-3,20040209
7-6(4) 6-3,20040209
6-4 6-7(14) 7-6(5),20040209
6-3 6-4,20040209
7-6(2) 7-6(2),20040209
6-3 6-4,20040209
5-7 7-6(5) 7-6(5),20040209
6-3 7-6(3),20040209
6-3 6-4,20040209
6-4 6-4,20040209
6-4 6-7(12) 7-6(5),20040209
6-2 7-5,20040412
6-3 3-6 6-4,20040412
6-1 6-1,20040412
6-7(7) 7-6(1) 6-4,20040412
6-3 6-4,20040412
6-1 6-4,20040412
6-0 6-4,20040412
6-4 6-3,20040412
6-2 6-4,20040412
7-6(5) 2-6 7-6(5),20040412
6-4 6-2,20040412
6-3 6-4,20040412
5-7 6-2 6-2,20040412
7-5 6-0,20040412
6-3 6-1,20040412
6-4 6-2,20040412
6-3 7-5,20040412
7-5 6-2,20040412
6-4 6-4,20040412
6-2 6-4,20040412
6-3 5-7 6-4,20040412
6-4 6-3,20040412
6-4 6-4,20040412
4-6 6-2 6-4,20040412
6-4 6-4,20040412
6-2 6-3,20040412
6-1 6-2,20040412
2-6 6-2 6-0,20040412
6-2 6-1,20040412
4-6 6-2 6-2,20040412
7-6(5) 6-3,20040412
7-5 6-2,20040809
7-5 6-2,20040809
6-4 7-6(6),20040809
6-7(13) 7-5 6-3,20040809
6-4 6-3,20040809
7-5 6-4,20040809
2-6 6-2 7-6(5),20040809
3-6 6-1 6-3,20040809
6-4 6-4,20040809
6-4 3-6 6-4,20040809
6-4 6-2,20040809
6-4 6-2,20040809
6-0 6-2,20040809
6-1 6-2,20040809
6-4 6-3,20040809
3-6 7-6(5) 6-4,20040809
6-3 6-2,20040809
6-4 6-3,20040809
6-4 7-6(4),20040809
6-4 6-4,20040809
6-2 6-4,20040809
6-2 6-3,20040809
5-7 7-5 7-5,20040809
6-2 7-6(9),20040809
6-3 2-6 7-6(6),20040809
3-6 6-3 6-2,20040809
6-3 6-4,20040809
6-3 6-3,20040809
6-4 6-2,20040809
7-5 6-1,20040809
6-3 6-4,20040809
7-6(4) 6-3,20040712
6-3 7-6(1),20040712
6-0 7-5,20040712
6-2 7-6(5),20040712
7-6(3) 4-1 RET,20040712
7-6(2) 6-1,20040712
6-7(1) 6-2 6-2,20040712
6-1 6-7(5) 6-3,20040712
6-2 6-4,20040712
6-3 6-1,20040712
6-3 3-6 6-2,20040712
6-4 6-2,20040712
6-3 7-6(8),20040712
6-2 1-6 6-1,20040712
6-3 6-2,20040712
6-1 6-4,20040712
6-7(6) 6-3 6-2,20040712
6-3 7-6(0),20040712
6-7(3) 7-6(5) 6-4,20040712
6-3 6-4,20040712
6-1 6-1,20040712
6-3 6-3,20040712
7-5 6-4,20040712
7-6(2) 6-2,20040712
6-1 6-4,20040712
6-4 1-6 6-1,20040712
7-6(4) 6-4,20040712
6-3 6-1,20040712
6-2 6-4,20040712
6-3 7-6(7),20040712
6-2 6-3,20040712
3-6 6-2 7-6(5),20040712
6-2 7-5,20040712
6-4 6-2,20040712
7-5 1-6 6-4,20040712
7-5 7-6(4),20040712
6-4 6-2,20040712
6-2 6-3,20040712
7-6(4) 4-6 6-1,20040712
6-2 6-4,20040712
6-4 6-4,20040712
6-3 6-4,20040712
6-3 6-7(3) 7-5,20040712
6-4 6-3,20040712
3-6 6-1 6-2,20040712
6-3 5-7 6-4,20040712
5-7 6-2 6-0 1-6 6-3,20040712
7-5 6-2,20041101
6-3 6-0,20041101
7-6(6) 7-6(0),20041101
6-2 6-4,20041101
7-6(3) 6-4,20041101
6-2 7-6(2),20041101
6-2 6-3,20041101
7-6(2) 6-1,20041101
7-6(3) 6-4,20041101
6-3 3-6 6-2,20041101
4-6 7-6(5) 6-3,20041101
7-5 6-4,20041101
6-3 7-6(4),20041101
6-1 6-4,20041101
2-6 6-4 4-1 RET,20041101
1-6 6-4 6-3,20041101
6-2 6-2,20041101
7-6(8) 6-3,20041101
7-6(4) 6-2,20041101
4-6 7-6(6) 6-0,20041101
6-3 6-4,20041101
6-3 7-5,20041101
7-6(4) 6-0,20041101
6-4 6-1,20041101
7-5 3-6 6-1,20041101
7-6(3) 6-4,20041101
6-1 6-3,20041101
6-1 7-6(1),20041101
6-7(1) 6-3 7-5,20041101
6-3 3-6 6-1,20041101
6-2 7-6(4),20041101
6-3 7-6(3),20041101
7-6(2) 6-2,20041101
7-6(4) 6-2,20041101
7-5 6-1,20041101
6-2 6-3,20041101
5-7 6-4 6-4,20041101
7-6(4) 6-2,20041101
6-2 7-5,20041101
4-3 RET,20041101
6-7(5) 6-4 7-6(5),20041101
7-6(1) 6-3,20041101
6-3 6-3,20041101
6-4 7-6(2),20041101
3-6 7-6(1) 6-4,20041101
6-2 7-6(5),20041101
6-3 7-6(5) 6-3,20041101
6-7(8) 7-6(2) 7-6(1),20041011
6-2 6-1,20041011
6-2 6-1,20041011
6-0 6-3,20041011
6-4 4-6 6-4,20041011
6-0 6-4,20041011
4-6 6-1 6-2,20041011
4-6 6-3 6-2,20041011
6-3 6-4,20041011
