score,tourney_date
6-7(4) 7-5 7-6(3),19950724
7-6(2) 6-3,19950724
4-6 6-3 6-3,19950724
6-0 6-2,19950724
6-4 6-4,19950724
7-5 6-1,19950724
6-3 7-6(7),19950724
6-3 6-4,19950724
6-4 6-3,19950724
7-6(1) 6-4,19950724
6-4 6-4,19950724
7-5 6-3,19950724
7-6(4) 3-6 6-3,19950724
6-3 6-4,19950724
6-2 6-4,19950724
6-2 7-6(4),19950724
6-3 7-6(4),19950724
6-4 6-7(6) 7-6(8),19950724
7-5(7) 3-1 RET,19950724
3-6 6-3 6-4,19950724
7-5 6-1,19950724
6-4 3-6 6-3,19950724
6-4 6-4,19950724
6-3 6-1,19950724
7-5 6-1,19950724
7-6(5) 7-5,19950724
6-4 6-3,19950724
4-6 7-6(4) 7-5,19950724
6-3 4-6 6-4,19950724
6-4 6-2,19950724
6-4 6-2,19950724
6-4 1-6 6-4,19950724
6-3 6-2,19950724
6-7(2) 7-6(3) 7-5,19950724
6-3 6-2,19950724
6-3 6-2,19950724
6-2 6-3,19950724
7-6(5) 6-3,19950724
7-5 7-6(4),19950724
6-3 6-4,19950724
7-6(3) 6-2,19950724
6-2 6-0,19950724
3-6 6-3 7-6(3),19950724
3-6 6-2 6-3,19950724
1-6 6-3 7-6(7),19950814
6-4 6-1,19950814
6-4 7-5,19950814
6-3 6-3,19950814
7-5 3-6 6-3,19950814
6-3 6-4,19950814
6-4 3-6 7-6(2),19950814
6-0 6-2,19950814
6-4 6-4,19950814
6-3 6-1,19950814
6-4 6-1,19950814
4-6 6-1 6-3,19950814
7-6(4) 3-6 7-5,19950814
6-1 6-4,19950814
6-3 6-2,19950814
1-6 6-1 6-4,19950814
6-4 4-6 6-4,19950814
6-4 6-3,19950814
5-7 6-4 6-4,19950814
6-1 6-2,19950814
7-6(3) 6-3,19950814
6-1 6-2,19950814
6-1 6-7(5) 6-2,19950814
6-4 6-3,19950814
6-4 7-5,19950814
6-4 6-2,19950814
6-4 4-6 6-3,19950814
6-3 4-6 7-6(2),19950814
7-5 6-4,19950814
6-4 6-4,19950814
6-3 6-2,19950814
7-6(0) 6-3,19950814
4-6 6-3 RET,19950814
6-2 6-4,19950814
6-2 6-4,19950814
6-1 6-3,19950814
6-2 6-2,19950814
6-4 3-6 6-3,19950814
6-1 6-3,19950814
6-4 6-4,19950814
6-2 6-4,19950814
2-6 6-3 7-5,19950814
6-7(6) 6-3 7-6(2),19950814
6-4 6-3,19950814
7-5 6-2,19950814
6-3 7-6(2),19950814
4-6 6-4 7-5,19950814
3-6 7-6(2) 6-4,19950814
6-4 6-1,19950814
6-7(8) 7-5 7-5,19950814
6-3 6-2,19950814
7-6(5) 3-6 7-6(5),19950814
6-3 6-3,19950814
6-4 6-4,19950814
3-6 7-6(2) 6-3,19950814
2-6 6-3 6-4,19950417
4-6 7-6(4) 6-4,19950417
6-2 7-5,19950417
3-6 7-5 6-2,19950417
0-6 6-4 6-3,19950417
1-6 6-2 7-5,19950417
6-2 6-4,19950417
1-6 6-4 6-3,19950417
7-5 6-2,19950417
6-2 7-5,19950417
6-4 6-1,19950417
5-7 6-1 6-2,19950417
6-2 7-6(5),19950417
6-2 6-2,19950417
6-3 6-2,19950417
6-4 6-4,19950417
7-5 6-3,19950417
6-2 6-2,19950417
2-6 6-3 6-1,19950417
2-6 6-4 7-6(2),19950417
6-2 6-2,19950417
6-3 6-3,19950417
6-0 6-3,19950417
6-2 6-4,19950417
7-6(1) 1-6 6-3,19950417
6-4 7-6(3),19950417
6-2 6-4,19950417
7-6(5) 6-1,19950417
7-6(7) 7-6(6),19950417
3-6 6-3 6-4,19950417
7-6(5) 3-6 6-4,19950417
4-6 7-5 2-0 RET,19950424
6-2 4-6 6-3,19950424
7-6(7) 6-3,19950424
7-6(4) 1-6 6-3,19950424
6-4 7-6(5),19950424
5-7 6-4 6-1,19950424
7-6(2) 6-3,19950424
6-3 6-7(2) 6-1,19950424
6-3 6-1,19950424
3-2 RET,19950424
7-6(9) 6-7(3) 6-3,19950424
6-1 2-0 RET,19950424
6-4 7-5,19950424
6-3 7-6(8),19950424
6-3 6-1,19950424
6-3 5-7 7-6(2),19950424
5-7 6-3 6-3,19950424
6-4 6-4,19950424
6-3 7-5,19950424
2-6 6-3 6-2,19950424
6-3 4-6 6-3,19950424
7-6(3) 3-6 6-2,19950424
6-4 3-6 7-6(2),19950424
6-2 6-4,19950424
7-5 3-6 7-5,19950424
2-6 6-3 6-4,19950424
4-6 7-6(6) 7-5,19950424
6-3 6-4,19950424
6-4 6-3,19950424
6-3 6-2,19950424
6-4 3-1 RET,19950424
6-7(4) 6-4 6-4,19950807
2-6 7-5 6-4,19950807
7-5 4-6 6-4,19950807
7-6(6) 4-6 6-2,19950807
6-4 7-6(4),19950807
7-6(5) 6-3,19950807
6-3 7-6(3),19950807
6-1 7-6(4),19950807
6-1 6-1,19950807
6-3 6-1,19950807
6-3 6-3,19950807
6-2 6-3,19950807
7-5 6-1,19950807
6-2 3-6 6-4,19950807
6-3 6-2,19950807
6-1 6-2,19950807
6-3 7-6(5),19950807
6-2 6-2,19950807
7-6(8) 6-4,19950807
6-2 6-3,19950807
7-6(4) 6-3,19950807
6-3 6-4,19950807
7-6(5) 6-3,19950807
6-2 6-1,19950807
7-6(5) 6-1,19950807
6-0 1-6 7-5,19950807
6-2 6-4,19950807
6-3 6-2,19950807
7-5 7-6(7),19950807
6-2 7-6(4),19950807
7-6(5) 6-2,19950807
7-5 6-4,19950807
6-4 7-5,19950807
7-5 7-6(7),19950807
4-6 6-1 7-6(5),19950807
4-6 6-4 6-1,19950807
2-6 7-5 6-3,19950807
6-3 3-6 7-6(6),19950807
6-3 6-0,19950807
6-3 7-6(3),19950807
6-0 0-6 6-2,19950807
7-6(2) 4-6 7-6(5),19950807
6-2 6-3,19950807
6-4 6-4,19950807
7-5 6-2,19950807
7-5 6-1,19950807
7-6(5) 6-3,19950807
6-7(2) 6-4 7-6(4),19950807
6-3 6-4,19950807
4-6 6-0 6-3,19950807
3-6 7-6(6) 7-5,19950807
6-7(5) 7-6(3) 6-1,19950807
6-4 6-2,19950807
4-6 6-2 7-6(5),19950807
7-5 6-2,19950807
4-6 6-3 6-2,19950227
7-6(3) 6-2,19950227
6-3 6-2,19950227
7-6(4) 6-7(3) 7-6(6),19950227
6-3 6-4,19950227
6-3 6-1,19950227
6-2 6-1,19950227
7-6(4) 6-2,19950227
6-2 6-1,19950227
7-6(3) 7-6(4),19950227
6-7(2) 6-2 6-2,19950227
7-5 3-6 6-4,19950227
6-3 6-4,19950227
1-6 6-3 6-4,19950227
6-4 6-4,19950227
7-6(2) 6-4,19950227
7-6(3) 6-1,19950227
2-6 6-3 6-3,19950227
6-2 6-3,19950227
6-4 6-3,19950227
6-1 6-4,19950227
6-1 6-1,19950227
6-4 1-0 RET,19950227
6-3 6-4,19950227
7-5 7-6(1),19950227
3-6 6-4 6-4,19950227
6-3 6-2,19950227
6-3 6-3,19950227
7-6(3) 6-3,19950227
6-4 6-7(5) 6-4,19950227
7-6(2) 6-4,19950227
6-2 6-4,19951023
3-6 6-0 6-4,19951023
7-6(7) 6-4,19951023
3-6 6-4 6-3,19951023
6-4 6-2,19951023
7-6(4) 6-3,19951023
6-3 6-4,19951023
7-6(5) 6-2,19951023
6-3 1-6 6-1,19951023
6-1 6-1,19951023
6-2 6-2,19951023
6-3 6-1,19951023
6-0 6-7(2) 7-5,19951023
3-6 7-6(7) 6-4,19951023
6-3 6-2,19951023
6-3 6-1,19951023
6-2 6-4,19951023
7-5 4-6 6-3,19951023
6-3 6-4,19951023
4-6 7-6(5) 6-4,19951023
7-6(2) 6-4,19951023
6-3 6-4,19951023
6-3 6-2,19951023
6-4 2-6 6-1,19951023
6-2 7-6(5),19951023
6-3 6-2,19951023
6-2 6-4,19951023
6-2 6-3,19951023
6-0 7-6(3),19951023
6-4 6-4,19951023
6-3 6-4,19951023
6-3 6-2,19951023
4-6 6-1 6-1,19951023
6-4 6-3,19951023
6-4 6-7(4) 6-3,19951023
2-6 6-3 6-1,19951023
7-6(6) 7-6(1),19951023
6-4 6-3,19951023
7-6(4) 3-6 6-3,19951023
6-2 6-4,19951023
7-5 6-4,19951023
6-4 6-2,19951023
6-4 7-6(3),19951023
6-2 7-6(6),19951023
7-5 6-2,19951023
7-6(6) 6-2,19951023
7-6(6) 2-6 6-3 6-4,19951023
6-3 7-5,19951106
6-2 6-3,19951106
6-4 6-3,19951106
6-3 6-2,19951106
7-5 7-6(3),19951106
6-2 6-0,19951106
6-3 7-6(4),19951106
4-6 7-6(3) 6-0,19951106
4-6 7-5 7-5,19951106
6-1 7-6(4),19951106
6-1 6-2,19951106
7-6(5) 7-6(2),19951106
7-6(3) 6-3,19951106
6-3 6-4,19951106
3-6 7-6(3) 7-6(3),19951106
7-6(5) 6-4,19951106
7-5 6-1,19951106
3-6 6-3 6-4,19951106
7-6(5) 6-4,19951106
5-7 6-2 6-3,19951106
6-1 7-6(3),19951106
6-4 6-3,19951106
6-4 6-7(8) 7-6(5),19951106
6-2 6-7(4) 6-3,19951106
6-7(2) 6-0 6-0,19951106
6-2 6-3,19951106
6-4 6-2,19951106
6-1 7-6(7),19951106
7-6(8) 3-6 7-6(5),19951106
7-5 5-7 6-4,19951106
7-6(5) 3-6 7-6(6),19951106
6-2 3-0 RET,19950821
6-4 1-6 6-2,19950821
6-2 6-0,19950821
3-6 7-5 6-1,19950821
7-6(1) 6-4,19950821
6-2 6-4,19950821
4-6 7-6(1) 6-1,19950821
6-1 6-2,19950821
6-3 1-6 6-2,19950821
6-4 6-2,19950821
3-6 7-6(4) 6-3,19950821
6-3 6-4,19950821
7-5 7-6(3),19950821
6-3 6-7(8) 6-3,19950821
6-4 6-0,19950821
6-3 2-6 7-6(3),19950821
6-3 6-1,19950821
6-4 1-6 6-3,19950821
6-4 6-0,19950821
3-6 7-5 6-3,19950821
6-3 6-4,19950821
6-1 6-4,19950821
6-7(6) 6-4 6-3,19950821
6-2 4-6 6-1,19950821
6-1 6-3,19950821
6-2 6-3,19950821
6-2 6-4,19950821
6-4 6-4,19950821
7-5 5-7 7-6(3),19950821
6-3 6-4,19950821
3-6 7-6(5) 6-4,19950821
6-2 6-3,19950403
6-2 6-2,19950403
6-4 6-2,19950403
6-3 6-2,19950403
6-3 7-5,19950403
6-4 6-3,19950403
7-5 6-4,19950403
6-2 2-6 7-6(8),19950403
7-6(1) 6-7(4) 6-4,19950403
3-6 6-3 7-6(5),19950403
6-2 3-6 7-6,19950403
7-6(6) 6-3,19950403
6-3 6-2,19950403
6-7(4) 7-5 6-3,19950403
7-6(7) 2-6 6-3,19950403
7-6(5) 0-6 6-4,19950403
6-4 6-3,19950403
7-6(2) 7-5,19950403
7-6(4) 6-7(5) 6-3,19950403
7-6(6) 6-3,19950403
6-4 7-6(3),19950403
4-6 7-6(6) 6-2,19950403
4-6 6-4 7-5,19950403
7-6(4) 2-6 6-4,19950403
4-6 7-5 7-6(5),19950403
6-2 6-3,19950403
4-1 RET,19950403
6-3 6-2,19950403
7-6(5) 6-4,19950403
6-1 7-6(3),19950403
6-1 6-4,19950403
6-4 6-3,19950619
6-4 6-4,19950619
4-6 7-5 6-3,19950619
6-4 6-1,19950619
7-5 3-6 6-3,19950619
2-6 7-5 6-4,19950619
4-6 7-5 7-6(5),19950619
6-7(5) 6-3 7-6(10),19950619
6-3 6-2,19950619
6-4 7-6(2),19950619
3-6 6-2 6-3,19950619
6-4 7-5,19950619
7-6(1) 3-6 6-3,19950619
6-2 6-1,19950619
6-4 6-4,19950619
6-3 3-6 6-3,19950619
6-4 6-2,19950619
4-6 7-5 6-4,19950619
4-6 6-4 6-2,19950619
6-7(7) 7-6(5) 6-1,19950619
7-6(9) 6-0,19950619
7-5 6-3,19950619
6-4 7-6(5),19950619
6-1 7-6(1),19950619
6-1 7-6(5),19950619
6-3 6-4,19950619
7-6(3) 6-3,19950619
6-3 5-7 6-4,19950619
7-6(4) 6-1,19950619
7-6(4) 7-5,19950619
3-6 7-6(11) 7-6(8),19950619
6-3 2-6 6-4,19951106
6-4 0-6 6-3,19951106
6-2 6-4,19951106
6-4 4-6 6-1,19951106
6-2 6-4,19951106
6-3 6-1,19951106
6-2 6-2,19951106
6-4 6-3,19951106
6-2 3-6 6-3,19951106
6-4 3-6 6-1,19951106
6-4 6-0,19951106
6-7(6) 6-4 6-4,19951106
6-3 4-6 7-6(3),19951106
7-5 6-0,19951106
6-1 6-4,19951106
7-6(8) 3-6 6-1,19951106
7-5 6-1,19951106
6-0 7-6(2),19951106
6-3 6-7(2) 6-2,19951106
6-4 7-6(5),19951106
6-2 5-7 6-4,19951106
3-6 6-2 6-3,19951106
6-4 7-6(3),19951106
7-6(3) 1-6 6-2,19951106
6-1 6-0,19951106
6-3 6-3,19951106
6-4 6-4,19951106
7-6(6) 6-4,19951106
7-5 6-3,19951106
3-6 6-3 6-3,19951106
6-0 6-3,19951106
6-4 6-3,19951023
6-7(2) 6-3 6-0,19951023
6-3 6-2,19951023
4-6 7-5 6-3,19951023
7-6(2) 7-5,19951023
6-3 4-6 6-4,19951023
6-2 2-6 6-2,19951023
7-5 6-3,19951023
6-2 2-6 6-3,19951023
6-1 7-6(6),19951023
6-3 6-3,19951023
6-3 6-2,19951023
5-7 6-4 6-4,19951023
6-4 7-5,19951023
7-6(7) 6-1,19951023
6-4 7-6(4),19951023
6-4 7-6(0),19951023
7-5 7-5,19951023
6-1 6-2,19951023
6-1 6-1,19951023
4-6 6-3 6-2,19951023
6-2 7-5,19951023
6-1 6-4,19951023
6-2 6-3,19951023
7-6(2) 6-1,19951023
6-2 4-6 6-4,19951023
5-7 7-5 6-3,19951023
6-7(1) 7-5 6-3,19951023
3-6 6-4 6-2,19951023
6-4 6-0,19951023
7-6(3) 6-3,19951023
6-2 6-3,19950619
7-6(4) 6-3,19950619
6-3 6-3,19950619
6-2 7-5,19950619
7-5 7-5,19950619
6-7(5) 7-6(0) 6-4,19950619
6-3 7-6(4),19950619
6-7(3) 6-1 6-2,19950619
6-4 6-2,19950619
4-6 6-4 6-3,19950619
6-2 6-2,19950619
7-6(4) 2-6 6-3,19950619
6-2 3-6 6-3,19950619
5-7 7-6(5) 6-3,19950619
3-6 6-3 6-1,19950619
7-6(7) 7-5,19950619
5-7 6-3 7-6(8),19950619
6-4 6-0,19950619
6-3 4-6 6-4,19950619
6-2 7-6(4),19950619
6-2 7-6(4),19950619
6-4 6-2,19950619
6-3 7-6(1),19950619
W/O,19950619
6-3 6-4,19950619
6-3 7-6(3),19950619
6-7(3) 7-6(8) 7-6(4),19950619
6-3 7-6(4),19950619
7-6(2) 7-5,19950619
6-3 2-6 6-4,19950619
7-6(4) 6-3,19950619
6-2 7-5,19950925
3-6 6-4 6-1,19950925
7-5 7-5,19950925
4-6 6-3 6-4,19950925
7-5 6-4,19950925
7-5 4-6 7-5,19950925
6-4 6-2,19950925
5-7 7-5 6-4,19950925
6-3 6-3,19950925
7-6(8) 6-4,19950925
7-6(2) 6-7(4) 6-3,19950925
6-1 6-4,19950925
4-6 6-4 6-4,19950925
6-1 6-4,19950925
6-4 6-1,19950925
6-4 6-2,19950925
6-4 6-1,19950925
6-3 6-3,19950925
6-7(3) 6-4 6-4,19950925
6-2 7-6(4),19950925
6-4 6-4,19950925
6-3 3-6 7-6(4),19950925
7-6(4) 4-6 6-3,19950925
6-4 6-3,19950925
3-6 6-3 6-3,19950925
6-4 7-6(0),19950925
5-7 7-6(4) 7-6(3),19950925
6-7(4) 6-3 6-4,19950925
6-0 6-3,19950925
6-7(1) 6-3 6-2,19950925
6-7(2) 6-3 7-6(1),19950925
6-1 1-6 6-4,19950731
0-6 6-1 6-2,19950731
6-3 6-1,19950731
4-6 6-2 6-3,19950731
6-3 1-6 6-1,19950731
6-2 6-4,19950731
7-6(2) 6-0,19950731
4-6 6-1 6-3,19950731
6-1 6-3,19950731
6-4 6-1,19950731
6-4 6-4,19950731
6-3 3-6 6-3,19950731
4-6 7-6(6) 6-3,19950731
6-4 1-6 7-6(3),19950731
6-4 4-6 6-4,19950731
7-5 RET,19950731
7-6(3) 7-5,19950731
7-6(6) 6-1,19950731
6-2 2-6 6-0,19950731
6-2 6-4,19950731
0-6 6-2 7-5,19950731
6-4 6-2,19950731
6-4 6-4,19950731
6-0 6-4,19950731
6-4 6-4,19950731
4-6 7-6(4) 6-1,19950731
6-3 7-5,19950731
6-2 6-1,19950731
3-6 6-1 6-4,19950731
6-4 6-4,19950731
6-2 6-2,19950731
6-4 6-2,19950807
6-2 6-4,19950807
6-7(3) 7-6(6) 6-3,19950807
4-0 RET,19950807
6-4 6-3,19950807
7-6(4) 7-5,19950807
6-3 7-6(4),19950807
7-6(4) 6-4,19950807
7-6(0) 6-2,19950807
7-6(4) 7-5(5),19950807
6-4 6-2,19950807
6-3 6-3,19950807
6-3 6-2,19950807
6-2 6-4,19950807
6-1 7-6(3),19950807
6-1 4-6 7-5,19950807
6-3 6-2,19950807
6-3 6-1,19950807
6-3 6-3,19950807
4-6 6-3 7-5,19950807
7-6(4) 6-3,19950807
7-6(4) 6-3,19950807
2-6 6-3 6-1,19950807
6-3 6-3,19950807
7-6(7) 2-6 6-4,19950807
5-5 RET,19950807
6-4 4-6 7-6(5),19950807
6-2 6-0,19950807
6-4 6-2,19950807
6-4 6-0,19950807
6-2 6-0,19950807
6-3 6-4,19951016
6-4 6-2,19951016
7-5 6-4,19951016
6-3 6-2,19951016
4-6 6-4 6-4,19951016
6-3 6-1,19951016
6-3 7-5(12),19951016
7-6(5) 7-6(3),19951016
6-2 6-4,19951016
6-2 6-1,19951016
6-3 4-6 6-3,19951016
5-7 6-2 6-4,19951016
6-7(6) 6-2 6-4,19951016
3-6 6-4 6-2,19951016
2-6 6-3 6-3,19951016
6-0 6-2,19951016
6-4 6-1,19951016
6-4 6-3,19951016
6-3 7-6(3),19951016
6-3 6-4,19951016
6-1 6-4,19951016
6-7(4) 6-3 6-1,19951016
6-2 6-2,19951016
7-5 6-3,19951016
6-4 6-2,19951016
3-6 7-6(2) 6-2,19951016
6-2 1-6 6-3,19951016
6-3 6-4,19951016
7-6(2) 6-4,19951016
1-6 7-6(3) 6-3,19951016
7-6(2) 5-7 6-3,19951016
6-3 4-6 6-3,19951030
6-2 6-4,19951030
6-3 6-4,19951030
6-4 4-6 7-5,19951030
6-4 4-6 6-2,19951030
6-3 6-4,19951030
3-6 6-2 7-5,19951030
6-4 6-2,19951030
7-5 6-3,19951030
4-6 6-4 6-3,19951030
6-3 1-6 6-3,19951030
7-5 6-2,19951030
7-6(5) 4-6 7-6(5),19951030
6-3 7-6(3),19951030
7-5 7-5,19951030
6-2 6-4,19951030
3-6 6-2 6-3,19951030
7-6(4) 6-2,19951030
7-6(6) 7-5,19951030
6-1 6-4,19951030
6-4 7-6(5),19951030
7-6(2) 7-5,19951030
7-6(5) 4-6 7-5,19951030
6-0 6-2,19951030
6-1 6-3,19951030
7-6(3) 6-1,19951030
6-2 1-6 6-2,19951030
6-2 6-1,19951030
7-5 6-4,19951030
5-7 6-3 7-5,19951030
6-2 6-3,19951030
7-6(1) 6-4,19950227
6-3 4-6 6-3,19950227
6-3 6-3,19950227
6-3 6-4,19950227
6-3 7-5,19950227
6-2 6-4,19950227
6-3 6-0,19950227
6-4 6-4,19950227
7-5 6-3,19950227
6-0 1-6 6-2,19950227
6-3 6-2,19950227
3-6 7-6(5) 7-5,19950227
7-5 6-4,19950227
5-7 6-4 6-4,19950227
1-6 6-4 6-3,19950227
6-2 6-1,19950227
7-6(5) 6-4,19950227
6-2 6-7(5) 6-1,19950227
7-6(5) 6-2,19950227
5-7 6-3 6-3,19950227
6-0 6-4,19950227
6-1 6-3,19950227
6-2 4-6 7-5,19950227
6-4 6-1,19950227
3-6 6-2 7-6(3),19950227
7-5 3-6 7-6(5),19950227
6-4 6-1,19950227
7-6(6) 6-1,19950227
6-1 6-0,19950227
7-6(3) 1-6 6-2,19950227
7-6(4) 7-5,19950227
7-6(5) 6-3,19950515
6-4 6-4,19950515
7-5 6-3,19950515
6-4 6-2,19950515
6-3 6-3,19950515
6-2 6-2,19950515
4-6 6-4 7-6(7),19950515
6-4 6-4,19950515
3-6 7-6(5) 6-0,19950515
3-6 6-3 6-4,19950515
6-7(3) 6-4 6-2,19950515
6-7(5) 6-1 6-4,19950515
7-6(6) 3-6 6-3,19950515
6-4 6-1,19950515
7-6(5) 6-3,19950515
6-2 6-2,19950515
6-4 6-4,19950515
6-4 6-4,19950515
6-3 7-6(5),19950515
6-1 6-2,19950515
6-2 6-2,19950515
6-1 6-2,19950515
6-3 6-3,19950515
6-1 7-6(5),19950515
4-6 7-6(8) 7-6(5),19950515
7-6(7) 6-4,19950515
3-6 7-6(3) 7-6(7),19950515
4-3 RET,19950515
7-6(6) 6-4,19950515
1-6 7-5 7-5,19950515
6-4 6-2,19950515
6-1 6-4 6-4,19950529
6-3 4-6 6-4 1-6 6-4,19950529
6-2 6-3 4-6 6-3,19950529
4-6 6-1 3-6 6-2 7-5,19950529
6-3 6-2 7-5,19950529
7-5 6-3 6-3,19950529
3-6 2-6 7-6(6) 6-2 6-4,19950529
6-4 6-3 6-3,19950529
6-1 6-2 6-7(3) 6-3,19950529
5-7 6-1 6-2 6-1,19950529
6-3 4-6 6-4 6-4,19950529
6-1 6-4 6-2,19950529
6-4 5-7 6-7(8) 6-2 6-4,19950529
6-4 7-5 6-0,19950529
7-5 7-5 6-4,19950529
6-4 6-4 7-5,19950529
7-5 6-3 6-4,19950529
6-2 6-4 6-7(4) 6-3,19950529
6-3 6-0 0-6 7-5,19950529
6-3 6-4 6-0,19950529
6-4 6-3 6-1,19950529
4-6 6-3 6-3 7-6(3),19950529
6-2 3-6 6-3 6-2,19950529
6-4 6-3 6-3,19950529
2-6 6-4 6-2 7-5,19950529
6-4 6-4 6-7(8) 6-3,19950529
6-2 6-1 6-1,19950529
6-4 3-6 7-6(2) 6-1,19950529
6-0 6-3 6-1,19950529
4-6 6-1 6-2 6-2,19950529
6-1 3-6 6-3 6-4,19950529
3-6 6-4 6-2 6-1,19950529
6-3 6-4 6-1,19950529
6-1 6-3 6-0,19950529
3-6 4-6 6-3 6-2 6-4,19950529
6-2 5-7 6-2 7-6(3),19950529
6-4 6-4 6-3,19950529
6-4 6-3 6-2,19950529
6-2 6-0 6-2,19950529
7-6(6) 5-7 7-6(4) 6-4,19950529
6-2 6-1 7-6(4),19950529
6-7(6) 7-5 5-7 7-6(4) 8-6,19950529
6-1 6-4 6-4,19950529
6-2 1-0 RET,19950529
6-2 6-2 6-3,19950529
6-1 6-4 7-6(4),19950529
4-6 3-6 7-6(8) 6-4 8-6,19950529
7-6(6) 6-4 6-3,19950529
6-3 6-1 7-6(3),19950529
7-6(4) 6-2 7-6(4),19950529
6-7(6) 6-2 DEF,19950529
6-3 6-7(4) 7-6(3) 6-4,19950529
6-4 6-2 6-0,19950529
6-3 3-6 7-6(5) 4-6 10-8,19950529
6-4 6-2 5-7 3-6 6-4,19950529
6-1 1-6 6-2 6-4,19950529
7-5 5-7 7-5 7-6(5),19950529
6-4 6-4 6-4,19950529
6-4 4-6 6-2 6-3,19950529
6-4 7-6(3) 6-2,19950529
6-4 6-0 6-3,19950529
6-4 5-7 6-2 6-3,19950529
6-7(6) 6-3 6-3 3-6 6-2,19950529
7-6(3) 4-6 6-7(4) 6-2 6-4,19950529
7-5 6-1 6-0,19950529
6-2 1-0 RET,19950529
6-2 6-1 6-3,19950529
3-6 6-3 6-4 2-6 6-4,19950529
6-3 6-7(2) 6-1 7-5,19950529
5-7 6-4 7-6(5) 7-6(3),19950529
6-2 6-3 6-3,19950529
6-7(5) 7-6(1) 6-3 6-7(4) 8-6,19950529
7-6(4) 6-3 6-7(5) 2-6 9-7,19950529
6-4 6-4 6-4,19950529
6-1 6-4 6-3,19950529
6-3 6-4 6-0,19950529
6-4 7-5 6-7(3) 3-6 6-1,19950529
5-7 6-3 6-4 6-7(3) 6-3,19950529
6-4 4-6 2-6 7-5 6-2,19950529
6-1 6-3 6-3,19950529
6-3 5-7 6-4 6-4,19950529
2-6 6-3 3-6 6-4 6-4,19950529
7-6(5) 6-2 6-2,19950529
7-6(3) 6-3 6-2,19950529
6-2 2-6 6-3 7-6(5),19950529
7-5 6-2 6-3,19950529
7-6(4) 6-3 6-0,19950529
6-2 6-2 6-2,19950529
6-4 6-4 6-2,19950529
7-6(5) 6-2 5-7 4-6 7-5,19950529
6-2 6-4 6-4,19950529
6-4 6-3 6-7(6) 6-2,19950529
7-6(7) 7-6(4) 2-6 6-3,19950529
6-4 6-4 6-7(4) 4-6 7-5,19950529
6-0 7-5 7-6(5),19950529
4-6 4-6 7-6(5) 7-5 8-6,19950529
6-1 6-2 6-0,19950529
6-2 7-5 6-2,19950529
6-2 6-1 4-6 6-3,19950529
6-4 7-5 6-2,19950529
7-5 6-2 6-2,19950529
6-4 6-3 6-4,19950529
3-6 6-3 4-6 7-5 6-3,19950529
6-3 7-5 6-2,19950529
6-1 6-2 7-5,19950529
6-2 6-4 5-7 3-6 6-3,19950529
6-2 6-2 6-4,19950529
6-3 6-4 3-6 7-5,19950529
6-3 6-2 6-4,19950529
6-4 5-7 7-6(2) 6-3,19950529
6-3 7-6(4) 7-5,19950529
6-2 6-2 3-6 6-4,19950529
6-4 6-2 6-2,19950529
6-3 6-2 6-2,19950529
6-4 1-6 7-6(4) 6-4,19950529
6-3 6-3 6-0,19950529
1-6 6-0 6-2 6-3,19950529
7-6(3) 6-3 6-4,19950529
6-1 2-6 7-5 7-6(4),19950529
7-5 6-1 7-6(6),19950529
6-4 6-3 7-5,19950529
6-2 3-6 6-7(6) 7-5 6-2,19950529
7-5 6-0 6-1,19950529
6-2 7-5 6-2,19950529
6-4 6-0 6-4,19950529
6-4 7-6(5) 7-6(0),19950529
7-5 6-2 6-4,19950529
7-5 6-1,19950109
6-0 7-5,19950109
6-2 6-2,19950109
6-3 7-5,19950109
6-1 6-2,19950109
6-1 6-3,19950109
6-4 2-1 RET,19950109
6-1 6-4,19950109
1-6 6-2 6-0,19950109
6-2 6-3,19950109
6-1 6-3,19950109
4-6 6-3 6-4,19950109
3-6 7-6(4) 7-6(4),19950109
7-6(4) 6-2,19950109
6-4 6-1,19950109
6-3 6-2,19950109
6-1 6-3,19950109
6-1 6-4,19950109
7-5 6-2,19950109
6-1 7-6(1),19950109
W/O,19950109
7-6(3) 3-6 6-3,19950109
6-3 4-6 6-4,19950109
6-4 6-4,19950109
6-4 6-4,19950109
6-3 4-6 6-4,19950109
6-4 7-6(1),19950109
5-7 6-3 6-1,19950109
2-6 6-4 6-2,19950109
3-6 6-3 6-3,19950109
7-5 7-5,19950109
6-4 6-1,19950206
6-2 6-4,19950206
6-3 6-2,19950206
6-3 6-1,19950206
6-4 6-1,19950206
7-6(3) 7-6(1),19950206
6-2 6-3,19950206
2-6 6-4 6-4,19950206
6-1 6-2,19950206
3-6 6-2 6-4,19950206
6-3 6-4,19950206
6-1 6-2,19950206
4-6 6-2 7-5,19950206
7-6(4) 6-7(1) 6-2,19950206
6-7(6) 7-5 RET,19950206
3-6 6-3 6-3,19950206
W/O,19950206
6-3 2-1 RET,19950206
6-1 7-6(4),19950206
6-3 4-6 6-3,19950206
6-4 6-7(5) 6-1,19950206
6-4 6-4,19950206
6-3 6-2,19950206
7-6(5) 1-6 6-2,19950206
6-2 6-4,19950206
6-1 6-2,19950206
4-6 6-2 6-4,19950206
6-4 6-2,19950206
5-7 6-1 6-4,19950206
3-6 7-6(3) 6-4,19950206
6-3 6-3,19950206
6-2 6-4,19950206
6-4 6-4,19950206
6-4 6-1,19950206
7-6(2) 7-6(4),19950206
7-6(6) 6-3,19950206
